SpeciesID,Taxon,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,species,Describer
200,Cerebratulus lineolatus,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Cerebratulus,,lineolatus,Coe 1905
201,Cerebratulus marginatus,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Cerebratulus,,marginatus,Renier 1804
202,Cerebratulus montgomeryi,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Cerebratulus,,montgomeryi,Coe 1901
203,Euborlasia nigrocincta,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Euborlasia,,nigrocincta,Coe 1940
204,Lineidae sp A,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Lineidae,,sp A,Paquette 1989 §
205,Lineidae sp HYP 1,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Lineidae,,sp HYP 1,SCAMIT 2007 §
206,Lineus bilineatus,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Lineus,,bilineatus,(Renier 1804)
207,Lineus flavescens,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Lineus,,flavescens,Coe 1904
208,Lineus pictifrons,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Lineus,,pictifrons,Coe 1904
209,Ramphogordius sanguineus,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Ramphogordius,,sanguineus,(Rathke 1799)
210,Lineus rubescens,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Lineus,,rubescens,Coe 1904
211,Maculaura alaskensis Cmplx,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Maculaura,,alaskensis Cmplx,
212,Micrura olivaris,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Micrura,,olivaris,Coe 1905
213,Micrura coei,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Micrura,,coei,Gibson 1995
214,Micrura wilsoni,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Lineidae,,,Micrura,,wilsoni,(Coe 1904)
215,Baseodiscus delineata,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Valenciniidae,,,Baseodiscus,,delineata,(Delle Chiaje 1825)
216,Zygeupolia rubens,NEMERTEA,,Anopla,,,,Heteronemertea,,,,Valenciniidae,,,Zygeupolia,,rubens,(Coe 1895)
217,Enopla sp B,NEMERTEA,,Enopla,,,,,,,,,,,Enopla,,sp B,SCAMIT 1995 §
218,Anopla sp C,NEMERTEA,,Anopla,,,,,,,,,,,Anopla,,sp C,SCAMIT 1995 §
219,Carcinonemertes sp,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Carcinonemertidae,,,Carcinonemertes,,,
220,Cryptonemertes actinophila,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Emplectonematidae,,,Cryptonemertes,,actinophila,(Bürger 1904)
221,Dichonemertes hartmanae,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Emplectonematidae,,,Dichonemertes,,hartmanae,Coe 1938
222,Emplectonema gracile,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Emplectonematidae,,,Emplectonema,,gracile,(Johnston 1837)
223,Paranemertes sp B,NEMERTEA,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Paranemertes,,sp B,SCAMIT 2007 º
224,Paranemertes peregrina Cmplx,NEMERTEA,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Paranemertes,,peregrina Cmplx,
226,Ototyphlonemertes spiralis,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Ototyphlonemertidae,,,Ototyphlonemertes,,spiralis,Coe 1940
227,Oerstedia dorsalis Cmplx,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Prosorhochmidae,,,Oerstedia,,dorsalis Cmplx,
228,Amphiporidae sp B,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Amphiporidae,,,Amphiporidae,,sp B,MEC 1989 §
229,Amphiporus californicus,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Amphiporidae,,,Amphiporus,,californicus,Coe 1905
230,Amphiporus cruentatus,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Amphiporidae,,,Amphiporus,,cruentatus,Verrill 1879
231,Amphiporus flavescens,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Amphiporidae,,,Amphiporus,,flavescens,Coe 1905
232,Amphiporus imparispinosus,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Amphiporidae,,,Amphiporus,,imparispinosus,Griffin 1898
233,Nipponnemertes rubella,NEMERTEA,,Enopla,Hoplonemertea,,,Monostilifera,Cratenemertea,,,Cratenemertidae,,,Nipponnemertes,,rubella,(Coe 1905)
234,Amphiporus sp A,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Amphiporidae,,,Amphiporus,,sp A,Phillips 1988 §
235,Amphiporus sp B,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Amphiporidae,,,Amphiporus,,sp B,Phillips 1989 §
236,Zygonemertes virescens,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Amphiporidae,,,Zygonemertes,,virescens,(Verrill 1879)
238,Nipponemertes punctatulus,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Crateronemertidae,,,Nipponemertes,,punctatulus,(Coe 1905)
239,Amphinemertes caeca,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Tetrastemmatidae,,,Amphinemertes,,caeca,(Coe 1901)
240,Prosorhochmus albidus,NEMERTEA,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Prosorhochmidae,,,Prosorhochmus,,albidus,(Coe 1905)
241,Tetrastemma bilineatum,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Tetrastemmatidae,,,Tetrastemma,,bilineatum,Coe 1904
242,Tetrastemma candidum,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Tetrastemmatidae,,,Tetrastemma,,candidum,(O. F. Müller 1774)
243,Quasitetrastemma nigrifrons,NEMERTEA,,Enopla,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Tetrastemmatidae,,,Quasitetrastemma,,nigrifrons,(Coe 1904)
244,Tetrastemma quadrilineatum,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Tetrastemmatidae,,,Tetrastemma,,quadrilineatum,Coe 1904
245,Tetrastemma reticulatum,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Tetrastemmatidae,,,Tetrastemma,,reticulatum,Coe 1904
246,Tetrastemma signifer,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Tetrastemmatidae,,,Tetrastemma,,signifer,Coe 1904
247,Tetrastemma sp HYP1,NEMERTEA,,Enopla,,,,Hoplonemertea,Monostyliferoidea,,,Tetrastemmatidae,,,Tetrastemma,,sp HYP1,SCAMIT 2007 §
250,Hoplonemertea sp B,NEMERTEA,,Enopla,,,,Hoplonemertea,,,,,,,Hoplonemertea,,sp B,SCAMIT 2011 §
253,Enopla sp A,NEMERTEA,,Enopla,,,,,,,,,,,Enopla,,sp A,SCAMIT 1995 §
254,Loxomespilon sp,ENTOPROCTA,,,,,,Solitaria,,,,Loxosomatidae,,,Loxomespilon,,,
255,Loxosomella sp,ENTOPROCTA,,,,,,Solitaria,,,,Loxosomatidae,,,Loxosomella,,,
256,Barentsia benedeni,ENTOPROCTA,,,,,,Coloniales,Stolonata,,,Barentsiidae,,,Barentsia,,benedeni,(Foettinger 1887)
257,Barentsia discreta,ENTOPROCTA,,,,,,Coloniales,Stolonata,,,Barentsiidae,,,Barentsia,,discreta,(Busk 1886)
258,Barentsia parva,ENTOPROCTA,,,,,,Coloniales,Stolonata,,,Barentsiidae,,,Barentsia,,parva,(O'Donoghue & O'Donoghue 1923)
259,Neomeniomorpha sp A,MOLLUSCA,Adenopoda,Solenogastres,,,Aplotegmentaria,Pholidoskepia,,,,Gymnomeniidae,,,Neomeniomorpha,,sp A,SCAMIT 2005 §
260,Neomeniomorpha sp C,MOLLUSCA,Adenopoda,Solenogastres,,,Aplotegmentaria,Pholidoskepia,,,,Gymnomeniidae,,,Neomeniomorpha,,sp C,SCAMIT 2005 §
261,Heathia porosa,MOLLUSCA,Adenopoda,Solenogastres,,,Aplotegmentaria,Pholidoskepia,,,,Dondersiidae,,,Heathia,,porosa,(Heath 1911)
262,Neomeniomorpha sp B,MOLLUSCA,Adenopoda,Solenogastres,,,Pachytegmentaria,Cavibelonia,,,,,,,Neomeniomorpha,,sp B,SCAMIT 2005 §
263,Chaetoderma elegans,MOLLUSCA,Aculifera,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Chaetodermidae,,,Chaetoderma,,elegans,Scheltema 1998
264,Chaetoderma hancocki,MOLLUSCA,Aculifera,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Chaetodermidae,,,Chaetoderma,,hancocki,(Schwabl 1963)
265,Chaetoderma marinelli,MOLLUSCA,Aculifera,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Chaetodermidae,,,Chaetoderma,,marinelli,(Schwabl 1963)
267,Chaetoderma pacificum,MOLLUSCA,Aculifera,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Chaetodermidae,,,Chaetoderma,,pacificum,(Schwabl 1963)
268,Chaetoderma sp A,MOLLUSCA,Aculifera,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Chaetodermidae,,,Chaetoderma,,sp A,SCAMIT 2005 §
269,Falcidens hartmanae,MOLLUSCA,Scutopoda,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Falcidentidae,,,Falcidens,,hartmanae,(Schwabl 1961)
270,Falcidens longus,MOLLUSCA,Scutopoda,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Falcidentidae,,,Falcidens,,longus,Scheltema 1998
271,Furcillidens incrassatus,MOLLUSCA,Scutopoda,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Falcidentidae,,,Furcillidens,,incrassatus,(Schwabl 1963)
272,Limifossor fratula,MOLLUSCA,Scutopoda,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Limifossoridae,,,Limifossor,,fratula,Heath 1911
273,Spathoderma californicum,MOLLUSCA,Scutopoda,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Prochaetodermatidae,,,Spathoderma,,californicum,(Schwabl 1963)
274,Spathoderma sp A,MOLLUSCA,Scutopoda,Caudofoveata,,,Chaetodermatimorpha,Chaetodermatida,,,,Prochaetodermatidae,,,Spathoderma,,sp A,SCAMIT 2005 §
275,Hanleyella oldroydi,MOLLUSCA,,Polyplacophora,,,,Lepidopleurida,Lepidopleurina,,,Leptochitonidae,,,Hanleyella,,oldroydi,(Dall 1919 ex Bartsch MS)
276,Leptochiton nexus,MOLLUSCA,,Polyplacophora,,,,Lepidopleurida,Lepidopleurina,,,Leptochitonidae,,,Leptochiton,,nexus,Carpenter 1864
277,Leptochiton rugatus,MOLLUSCA,,Polyplacophora,,,,Lepidopleurida,Lepidopleurina,,,Leptochitonidae,,,Leptochiton,,rugatus,(Carpenter in Pilsbry 1892)
278,Oldroydia percrassa,MOLLUSCA,,Polyplacophora,,,,Lepidopleurida,Lepidopleurina,,,Leptochitonidae,,,Oldroydia,,percrassa,(Dall 1894)
279,Callistochiton decoratus,MOLLUSCA,,Polyplacophora,,,,Chitonida,Chitonina,,,Ischnochitonidae,,,Callistochiton,,decoratus,Keep 1887
280,Callistochiton palmulatus,MOLLUSCA,,Polyplacophora,,,,Chitonida,Chitonina,,,Ischnochitonidae,,,Callistochiton,,palmulatus,Dall 1879 ex Carpenter MS
281,Chaetopleura gemma,MOLLUSCA,,Polyplacophora,,,,Chitonida,Chitonina,,,Chaetopleuridae,,,Chaetopleura,,gemma,Dall 1879 ex Carpenter MS
283,Lepidozona mertensii,MOLLUSCA,,Polyplacophora,,,,Chitonida,Chitonina,,,Ischnochitonidae,,,Lepidozona,,mertensii,(Middendorff 1847)
284,Lepidozona retiporosa,MOLLUSCA,,Polyplacophora,,,,Chitonida,Chitonina,,,Ischnochitonidae,,,Lepidozona,,retiporosa,(Carpenter 1864)
286,Lepidozona scrobiculata,MOLLUSCA,,Polyplacophora,,,,Chitonida,Chitonina,,,Ischnochitonidae,,,Lepidozona,,scrobiculata,(Middendorff 1847)
287,Lepidozona willetti,MOLLUSCA,,Polyplacophora,,,,Chitonida,Chitonina,,,Ischnochitonidae,,,Lepidozona,,willetti,(Berry 1917)
288,Stenoplax corrugata,MOLLUSCA,,Polyplacophora,,,,Chitonida,Chitonina,,,Ischnochitonidae,,,Stenoplax,,corrugata,(Carpenter in Pilsbry 1892)
291,Dendrochiton gothicus,MOLLUSCA,,Polyplacophora,,,,Chitonida,Acanthochitonina,,,Mopaliidae,,,Dendrochiton,,gothicus,(Carpenter 1864)
292,Dendrochiton thamnoporus,MOLLUSCA,,Polyplacophora,,,,Chitonida,Acanthochitonina,,,Mopaliidae,,,Dendrochiton,,thamnoporus,(Berry 1911)
293,Mopalia imporcata,MOLLUSCA,,Polyplacophora,,,,Chitonida,Acanthochitonina,,,Mopaliidae,,,Mopalia,,imporcata,Carpenter 1865
294,Mopalia lowei,MOLLUSCA,,Polyplacophora,,,,Chitonida,Acanthochitonina,,,Mopaliidae,,,Mopalia,,lowei,Pilsbry 1918
295,Mopalia phorminx,MOLLUSCA,,Polyplacophora,,,,Chitonida,Acanthochitonina,,,Mopaliidae,,,Mopalia,,phorminx,Berry 1919
296,Placiphorella mirabilis,MOLLUSCA,,Polyplacophora,,,,Chitonida,Acanthochitonina,,,Mopaliidae,,,Placiphorella,,mirabilis,Clark 1994
297,Placiphorella velata,MOLLUSCA,,Polyplacophora,,,,Chitonida,Acanthochitonina,,,Mopaliidae,,,Placiphorella,,velata,Dall 1879
298,Tonicella venusta,MOLLUSCA,,Polyplacophora,,,,Chitonida,Acanthochitonina,,,Mopaliidae,,,Tonicella,,venusta,Clark 1999
299,Lottia instabilis,MOLLUSCA,Conchifera,Gastropoda,Eogastropoda,,Patellogastropoda,,,,Lottioidea,Lottiidae,,,Lottia,,instabilis,(Gould 1846)
300,Lottia rosacea,MOLLUSCA,Conchifera,Gastropoda,Eogastropoda,,Patellogastropoda,,,,Lottioidea,Lottiidae,,,Lottia,,rosacea,(Carpenter 1864)
301,Lottia strigatella,MOLLUSCA,Conchifera,Gastropoda,Eogastropoda,,Patellogastropoda,,,,Lottioidea,Lottiidae,,,Lottia,,strigatella,(Carpenter 1864)
303,Acmaea mitra,MOLLUSCA,Conchifera,Gastropoda,Eogastropoda,,Patellogastropoda,,,,Lottioidea,Acmaeidae,,,Acmaea,,mitra,Rathke 1833
304,Iothia lindbergi,MOLLUSCA,Conchifera,Gastropoda,Eogastropoda,,Patellogastropoda,,,,Lottioidea,Lepetidae,,,Iothia,,lindbergi,McLean 1985
305,Fissurella volcano,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Fissurelloidea,Fissurellidae,Fissurellinae,,Fissurella,,volcano,Reeve 1849
306,Cranopsis multistriata,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Fissurelloidea,Fissurellidae,Emarginulinae,,Cranopsis,,multistriata,(Dall 1914)
307,Diodora aspera,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Fissurelloidea,Fissurellidae,Emarginulinae,,Diodora,,aspera,(Rathke 1833)
308,Puncturella cooperi,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Fissurelloidea,Fissurellidae,Emarginulinae,,Puncturella,,cooperi,Carpenter 1864
309,Puncturella galeata,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Fissurelloidea,Fissurellidae,Emarginulinae,,Puncturella,,galeata,(Gould 1846)
310,Addisonia brophyi,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Lepetelloidea,Addisoniidae,,,Addisonia,,brophyi,McLean 1985
312,Turcica caffea,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Seguenzioidea,Chilodontidae,Chilodontinae,,Turcica,,caffea,Gabb 1865
313,Cidarina cidaris,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Seguenzioidea,Chilodontidae,Calliotropinae,,Cidarina,,cidaris,(Carpenter 1864)
314,Halistylus pupoideus,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Trochidae,Halistylinae,,Halistylus,,pupoideus,(Carpenter 1864)
315,Lirularia acuticostata,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Trochidae,Umboniinae,,Lirularia,,acuticostata,(Carpenter 1864)
316,Lirularia parcipicta,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Trochidae,Umboniinae,,Lirularia,,parcipicta,(Carpenter 1864)
317,Calliostoma canaliculatum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,,canaliculatum,(Lightfoot 1786)
318,Calliostoma gloriosum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,,gloriosum,Dall 1871
319,Calliostoma keenae,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,,keenae,McLean 1970
320,Calliostoma platinum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,,platinum,Dall 1890
321,Calliostoma supragranosum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,,supragranosum,Carpenter 1864
322,Calliostoma tricolor,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,,tricolor,Gabb 1865
323,Calliostoma turbinum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,,turbinum,Dall 1896
324,Calliostoma variegatum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,,variegatum,Carpenter 1864
325,Solariella nuda,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Solariellidae,,,Solariella,,nuda,Dall 1896
326,Solariella peramabilis,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Solariellidae,,,Solariella,,peramabilis,Carpenter 1864
327,Megastraea turbanica,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Turbinoidea,Turbinidae,Turbininae,,Megastraea,,turbanica,(Dall 1910)
328,Megastraea undosa,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Turbinoidea,Turbinidae,Turbininae,,Megastraea,,undosa,(Wood 1828)
329,Homalopoma grippi,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Phasianelloidea,Colloniidae,Colloniinae,,Homalopoma,,grippi,(Dall 1911)
330,Skenea coronadoensis,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Skeneidae,,,Skenea,,coronadoensis,(Arnold 1903)
331,Norrisia norrisi,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Turbinoidea,Turbinidae,Tegulinae,,Norrisia,,norrisi,(G. B. Sowerby I 1838)
333,Eulithidium comptum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Phasianelloidea,Phasianellidae,Tricoliinae,,Eulithidium,,comptum,(Gould 1855)
334,Eulithidium pulloides,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Phasianelloidea,Phasianellidae,Tricoliinae,,Eulithidium,,pulloides,(Carpenter 1865)
335,Eulithidium rubrilineatum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Phasianelloidea,Phasianellidae,Tricoliinae,,Eulithidium,,rubrilineatum,Strong 1928
337,Alabina phalacra,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Cerithiidae,Alabininae,,Alabina,,phalacra,Bartsch 1911
338,Lirobittium fetellum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Cerithiidae,Bittiinae,,Lirobittium,,fetellum,(Bartsch 1911)
339,Lirobittium larum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Cerithiidae,Bittiinae,,Lirobittium,,larum,(Bartsch 1911)
340,Lirobittium paganicum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Cerithiidae,Bittiinae,,Lirobittium,,paganicum,(Dall 1919)
341,Lirobittium quadrifilatum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Cerithiidae,Bittiinae,,Lirobittium,,quadrifilatum,(Carpenter 1864)
342,Lirobittium rugatum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Cerithiidae,Bittiinae,,Lirobittium,,rugatum,(Carpenter 1864)
343,Alaba sp,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Litiopidae,,,Alaba,,,
344,Cerithidea californica,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Potamididae,,,Cerithidea,,californica,(Haldeman 1840)
345,Finella sp,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Scaliolidae,,,Finella,,,
346,Turritella cooperi,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Sorbeoconcha,,,Cerithioidea,Turritellidae,,,Turritella,,cooperi,Carpenter 1864
347,Calyptraea fastigiata,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Calyptraea,,fastigiata,Gould 1846
348,Crepidula aculeata,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Crepidula,,aculeata,(Gmelin 1791)
349,Crepidula glottidiarum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Crepidula,,glottidiarum,Dall 1905
350,Crepidula onyx,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Crepidula,,onyx,G. B. Sowerby I 1824
351,Crepidula perforans,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Crepidula,,perforans,Valenciennes 1846
352,Crepipatella lingulata,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Crepipatella,,lingulata,(Gould 1846)
353,Crepipatella orbiculata,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Crepipatella,,orbiculata,(Dall 1919)
354,Crucibulum spinosum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Crucibulum,,spinosum,(G. B. Sowerby I 1824)
355,Garnotia adunca,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Garnotia,,adunca,(G. B. Sowerby I 1825)
356,Garnotia naticarum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Garnotia,,naticarum,(Williamson 1905)
357,Garnotia norissiarum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Garnotia,,norissiarum,(Williamson 1905)
361,Lacuna unifasciata,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Littorinoidea,Littorinidae,Lacuninae,,Lacuna,,unifasciata,Carpenter in Gould & Carpenter 1856
362,Calinaticina oldroydii,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Naticoidea,Naticidae,,,Calinaticina,,oldroydii,(Dall 1897)
363,Neverita draconis,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Naticoidea,Naticidae,,,Neverita,,draconis,(Dall 1903)
364,Neverita lewisii,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Naticoidea,Naticidae,,,Neverita,,lewisii,(Gould 1847)
365,Glossaulax reclusianus,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Naticoidea,Naticidae,,,Glossaulax,,reclusianus,(Deshayes 1839)
366,Sinum scopulosum,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Naticoidea,Naticidae,,,Sinum,,scopulosum,(Conrad 1849)
367,Alvania compacta,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Rissooidea,Rissoidae,Rissoinae,,Alvania,,compacta,(Carpenter 1864)
